target.id	bait.id	target.chr	target.start	target.end	bait.chr	bait.start	bait.end	bait.to.bait	count.1	count.2	bait.trans.count	target.trans.count	distance	count	expected	p.value	q.value
chr2:216663584-216680419	chr2:217502220-217506638	chr2	216663584	216680419	chr2	217502220	217506638	FALSE	20	14	5537	25	832427.5	34	3.86200846517077	6.19688572048705e-07	0.000753679012182791
chr2:217715595-217722921	chr2:217048162-217060744	chr2	217715595	217722921	chr2	217048162	217060744	FALSE	24	24	6477	33	664805	48	5.16292894161144	4.61072025593945e-07	0.000769356308706697
chr2:217083353-217084842	chr2:217511619-217520976	chr2	217083353	217084842	chr2	217511619	217520976	FALSE	42	15	5732	87	432200	57	6.9886978220518	3.26810573718423e-06	0.000900036320020538
chr2:216650000-216651600	chr2:217511619-217520976	chr2	216650000	216651600	chr2	217511619	217520976	FALSE	25	5	5732	64	865497.5	30	3.76378016662877	3.38292012888577e-06	0.000911402807766987
chr2:216698549-216701059	chr2:217376991-217379990	chr2	216698549	216701059	chr2	217376991	217379990	FALSE	28	26	7407	69	678686.5	54	5.46444435826091	1.34948144390594e-07	0.000921425929898977
chr2:216766424-216769117	chr2:217511619-217520976	chr2	216766424	216769117	chr2	217511619	217520976	FALSE	26	10	5732	56	748527	36	4.28473750277988	3.7311133888198e-06	0.000959588839985345
chr2:216790655-216796832	chr2:217511619-217520976	chr2	216790655	216796832	chr2	217511619	217520976	FALSE	30	7	5732	59	722554	37	4.43570041649306	3.79406545302041e-06	0.000959588839985345
chr2:216708907-216715639	chr2:217510642-217511619	chr2	216708907	216715639	chr2	217510642	217511619	FALSE	20	13	5972	38	798857.5	33	4.19938570403839	2.96720103905639e-06	0.000964544972247744
chr2:216771948-216775748	chr2:217511619-217520976	chr2	216771948	216775748	chr2	217511619	217520976	FALSE	23	13	5732	75	742449.5	36	4.31912435267447	4.10756079874714e-06	0.000994433824310636
chr2:216758869-216766384	chr2:217502220-217506638	chr2	216758869	216766384	chr2	217502220	217506638	FALSE	22	17	5537	82	741802.5	39	4.23777724132076	9.46570140519103e-07	0.00103611567581221
chr2:216680419-216682129	chr2:217502220-217506638	chr2	216680419	216682129	chr2	217502220	217506638	FALSE	16	17	5537	37	823155	33	3.91028035055838	1.20432872023173e-06	0.00119841656105969
chr2:216740663-216743829	chr2:217502220-217506638	chr2	216740663	216743829	chr2	217502220	217506638	FALSE	19	18	5537	76	762183	37	4.12664177021542	1.5461746868939e-06	0.00141036901022839
chr2:216728770-216730483	chr2:217502220-217506638	chr2	216728770	216730483	chr2	217502220	217506638	FALSE	24	10	5537	58	774802.5	34	4.18178870535441	1.76043347735168e-06	0.00148228498793011
chr2:216807034-216813615	chr2:217511619-217520976	chr2	216807034	216813615	chr2	217511619	217520976	FALSE	27	9	5732	34	705973	36	4.53782512381689	7.35079649295168e-06	0.00168700779513241
chr2:216738801-216740663	chr2:217520976-217531270	chr2	216738801	216740663	chr2	217520976	217531270	FALSE	18	6	2267	55	786391	24	2.62325489959459	1.53415725515615e-06	0.00171457414836251
chr2:216879929-216883553	chr2:217510642-217511619	chr2	216879929	216883553	chr2	217510642	217511619	FALSE	24	17	5972	65	629389.5	41	5.19959415809435	5.86860942381865e-06	0.00184411270127795
chr2:216663584-216680419	chr2:217510642-217511619	chr2	216663584	216680419	chr2	217510642	217511619	FALSE	19	11	5972	25	839129	30	3.9764898364361	6.45865225985855e-06	0.00196405531786086
chr2:216698549-216701059	chr2:217060744-217062476	chr2	216698549	216701059	chr2	217060744	217062476	FALSE	56	58	11126	69	361806	114	13.1053669690477	4.73980319855719e-07	0.0020292282443823
chr2:216740663-216743829	chr2:217499528-217502220	chr2	216740663	216743829	chr2	217499528	217502220	FALSE	22	20	6802	76	758628	42	4.66536916446181	1.03006960488147e-06	0.0020448598439572
chr2:216743829-216745052	chr2:217511619-217520976	chr2	216743829	216745052	chr2	217511619	217520976	FALSE	16	15	5732	55	771857	31	4.27336233296531	9.21138323604383e-06	0.00207557586262348
chr2:217711379-217715595	chr2:217064467-217070676	chr2	217711379	217715595	chr2	217064467	217070676	FALSE	32	17	6827	34	645915.5	49	5.47382892378476	7.46851248760773e-07	0.00209491775277397
chr2:216757218-216758869	chr2:217502220-217506638	chr2	216757218	216758869	chr2	217502220	217506638	FALSE	23	13	5537	70	746385.5	36	4.21226224251383	3.03356393616508e-06	0.0023718136318045
chr2:217510642-217511619	chr2:217045205-217048162	chr2	217510642	217511619	chr2	217045205	217048162	TRUE	45	51	9435	5972	464447	96	12.5478923824784	3.93356651472517e-07	0.0024004857331166
chr2:216698549-216701059	chr2:217045205-217048162	chr2	216698549	216701059	chr2	217045205	217048162	FALSE	59	47	9435	69	346879.5	106	12.1054117266138	4.67270753560727e-07	0.0024004857331166
chr2:217683355-217688023	chr2:217045205-217048162	chr2	217683355	217688023	chr2	217045205	217048162	FALSE	32	27	9435	63	639005.5	59	6.66093855466323	5.64953102639822e-07	0.0024004857331166
chr2:216659730-216663584	chr2:217511619-217520976	chr2	216659730	216663584	chr2	217511619	217520976	FALSE	19	9	5732	30	854640.5	28	3.81683808524754	1.08836944389746e-05	0.00240860044968235
chr2:216757218-216758869	chr2:217479806-217484313	chr2	216757218	216758869	chr2	217479806	217484313	FALSE	37	16	9735	70	724016	53	6.0000395179742	7.47022434745669e-07	0.00262607534964395
chr2:216708907-216715639	chr2:217479806-217484313	chr2	216708907	216715639	chr2	217479806	217484313	FALSE	29	16	9735	38	769786.5	45	5.59709246495086	8.80986977795006e-07	0.00262607534964395
chr2:216687613-216696003	chr2:217429458-217430817	chr2	216687613	216696003	chr2	217429458	217430817	FALSE	28	42	16013	51	738329.5	70	7.83252448943035	3.46913224857251e-07	0.00273980501218095
chr2:216776129-216787593	chr2:217510642-217511619	chr2	216776129	216787593	chr2	217510642	217511619	FALSE	21	14	5972	42	729269.5	35	4.50037491238234	9.85937547119712e-06	0.00284038461791586
chr2:217161647-217162758	chr2:217510642-217511619	chr2	217161647	217162758	chr2	217510642	217511619	FALSE	34	30	5972	67	348928	64	8.70666544858381	1.01395830710768e-05	0.00284038461791586
chr2:216682129-216687613	chr2:217389615-217397055	chr2	216682129	216687613	chr2	217389615	217397055	FALSE	33	12	7474	25	708464	45	5.26630778444775	1.72586241600128e-06	0.00297557856767687
chr2:216701059-216705630	chr2:217507798-217509495	chr2	216701059	216705630	chr2	217507798	217509495	FALSE	23	10	5588	35	805302	33	4.02507636833404	1.74514732955098e-06	0.0030400466480778
chr2:217502220-217506638	chr2:217048162-217060744	chr2	217502220	217506638	chr2	217048162	217060744	TRUE	49	34	6477	5537	449976	83	10.7741261338152	2.0505664190312e-06	0.00304144568084971
chr2:217161647-217162758	chr2:217511619-217520976	chr2	217161647	217162758	chr2	217511619	217520976	FALSE	34	26	5732	67	354095	60	8.3470223137089	1.44453071317949e-05	0.0030725059718603
chr2:217090596-217095083	chr2:217511619-217520976	chr2	217090596	217095083	chr2	217511619	217520976	FALSE	32	20	5732	33	423458	52	7.11711492823409	1.4627439065582e-05	0.0030725059718603
chr2:216758869-216766384	chr2:217507798-217509495	chr2	216758869	216766384	chr2	217507798	217509495	FALSE	21	16	5588	82	746020	37	4.23652465590424	2.15482576905298e-06	0.00312808874140857
chr2:216715639-216719192	chr2:217511619-217520976	chr2	216715639	216719192	chr2	217511619	217520976	FALSE	21	8	5732	28	798882	29	4.11335344164746	1.5218415511252e-05	0.00314336372384909
chr2:216758869-216766384	chr2:217499528-217502220	chr2	216758869	216766384	chr2	217499528	217502220	FALSE	27	14	6802	82	738247.5	41	4.79161809184106	2.13078129103239e-06	0.00317246699468585
chr2:217157941-217161647	chr2:217511619-217520976	chr2	217157941	217161647	chr2	217511619	217520976	FALSE	37	22	5732	46	356503.5	59	8.29675500103588	1.67584359929403e-05	0.00340470979115589
chr2:217510642-217511619	chr2:217035649-217042355	chr2	217510642	217511619	chr2	217035649	217042355	TRUE	42	33	4800	5972	472128.5	75	9.47102766865336	3.48300032614094e-07	0.00352235822982634
chr2:216705630-216708907	chr2:217502220-217506638	chr2	216705630	216708907	chr2	217502220	217506638	FALSE	20	11	5537	39	797160.5	31	4.05192728544543	4.9664876479918e-06	0.00362421158632789
chr2:217147939-217150853	chr2:217502220-217506638	chr2	217147939	217150853	chr2	217502220	217506638	FALSE	33	30	5537	97	355033	63	8.12547665510345	5.33390415752336e-06	0.00364905718176567
chr2:216758869-216766384	chr2:217494224-217498021	chr2	216758869	216766384	chr2	217494224	217498021	FALSE	30	14	7162	82	733496	44	4.96694574733094	1.13045502389037e-06	0.0036493914308741
chr2:216747375-216757218	chr2:217510642-217511619	chr2	216747375	216757218	chr2	217510642	217511619	FALSE	15	18	5972	19	758834	33	4.32839236425654	1.40958309536422e-05	0.00379661138285671
chr2:216687613-216696003	chr2:217060744-217062476	chr2	216687613	216696003	chr2	217060744	217062476	FALSE	43	63	11126	51	369802	106	12.8525658045763	1.15899010858841e-06	0.00396954112191529
chr2:217115092-217116655	chr2:217511619-217520976	chr2	217115092	217116655	chr2	217511619	217520976	FALSE	36	17	5732	69	400424	53	7.4808035041801	2.02488237878503e-05	0.00404747860004562
chr2:216698549-216701059	chr2:217425054-217428760	chr2	216698549	216701059	chr2	217425054	217428760	FALSE	34	23	10655	69	727103	57	6.29298524606623	4.39649535090968e-07	0.00413644265090337
chr2:216682129-216687613	chr2:217499528-217502220	chr2	216682129	216687613	chr2	217499528	217502220	FALSE	23	11	6802	25	816003	34	4.37959420238838	3.14930090590952e-06	0.0041679247878098
chr2:216730483-216735867	chr2:217510642-217511619	chr2	216730483	216735867	chr2	217510642	217511619	FALSE	13	17	5972	35	777955.5	30	4.32468516992989	1.65795159391288e-05	0.00434153046550464
chr2:216747375-216757218	chr2:217511619-217520976	chr2	216747375	216757218	chr2	217511619	217520976	FALSE	20	11	5732	19	764001	31	4.199630760346	2.29656156010429e-05	0.00449912106218001
chr2:216643765-216647359	chr2:217511619-217520976	chr2	216643765	216647359	chr2	217511619	217520976	FALSE	19	7	5732	50	870735.5	26	3.73868088486806	2.37919128856603e-05	0.00453620271372289
chr2:217653934-217657223	chr2:217048162-217060744	chr2	217653934	217657223	chr2	217048162	217060744	FALSE	26	20	6477	57	601125.5	46	5.69865374605496	3.42482686688813e-06	0.00457180138460896
chr2:216738476-216738801	chr2:217510642-217511619	chr2	216738476	216738801	chr2	217510642	217511619	FALSE	14	16	5972	72	772492	30	4.35861633013014	1.80514052235421e-05	0.00459920532546842
chr2:216682129-216687613	chr2:217397055-217403638	chr2	216682129	216687613	chr2	217397055	217403638	FALSE	38	9	7645	25	715475.5	47	5.28387544489186	9.04529108977515e-07	0.00467008378965091
chr2:216788838-216790655	chr2:217511619-217520976	chr2	216788838	216790655	chr2	217511619	217520976	FALSE	17	15	5732	66	726551	32	4.411772862899	2.56964521659243e-05	0.00475307659242238
chr2:216696003-216698549	chr2:217425054-217428760	chr2	216696003	216698549	chr2	217425054	217428760	FALSE	29	26	10655	57	729631	55	6.27160612233947	7.61122103298822e-07	0.00477401153925798
chr2:216653199-216653793	chr2:217511619-217520976	chr2	216653199	216653793	chr2	217511619	217520976	FALSE	18	8	5732	41	862801.5	26	3.77682406586501	2.64061045810857e-05	0.00481251255990287
chr2:217511619-217520976	chr2:217074704-217078209	chr2	217511619	217520976	chr2	217074704	217078209	TRUE	33	22	1591	5732	439841	55	6.65450999670588	1.53556815693423e-06	0.00481400617198882
chr2:216643765-216647359	chr2:217502220-217506638	chr2	216643765	216647359	chr2	217502220	217506638	FALSE	16	12	5537	50	858867	28	3.73039345418816	8.44027119433318e-06	0.00486248465753531
chr2:216682129-216687613	chr2:217388204-217389141	chr2	216682129	216687613	chr2	217388204	217389141	FALSE	34	47	23470	25	703801.5	81	10.2240372214425	1.6200219409373e-06	0.00488122978514177
chr2:216757218-216758869	chr2:217388204-217389141	chr2	216757218	216758869	chr2	217388204	217389141	FALSE	23	66	23470	70	630629	89	11.3859342916025	1.72848080210403e-06	0.00488122978514177
chr2:216758869-216766384	chr2:217430817-217437011	chr2	216758869	216766384	chr2	217430817	217437011	FALSE	30	22	8921	82	671287.5	52	6.14585749523286	1.41750297262123e-06	0.00501739352189012
chr2:216803418-216805992	chr2:217511619-217520976	chr2	216803418	216805992	chr2	217511619	217520976	FALSE	23	9	5732	73	711592.5	32	4.50268588820125	3.1728271350966e-05	0.00569867343264524
chr2:216735867-216738175	chr2:217511619-217520976	chr2	216735867	216738175	chr2	217511619	217520976	FALSE	23	5	5732	48	779276.5	28	4.22826745152951	3.23713320930335e-05	0.00570577241184192
chr2:216629632-216632033	chr2:217511619-217520976	chr2	216629632	216632033	chr2	217511619	217520976	FALSE	16	9	5732	56	885465	25	3.66977762305803	3.26886017300715e-05	0.00570577241184192
chr2:216730483-216735867	chr2:217389615-217397055	chr2	216730483	216735867	chr2	217389615	217397055	FALSE	29	16	7474	35	660160	45	5.64386452152221	4.19034933009806e-06	0.0059110591413756
chr2:216698549-216701059	chr2:217478105-217479748	chr2	216698549	216701059	chr2	217478105	217479748	FALSE	28	18	9463	69	779122.5	46	5.44447134572226	4.05030812154556e-07	0.00605885591902
chr2:216682129-216687613	chr2:217479806-217484313	chr2	216682129	216687613	chr2	217479806	217484313	FALSE	32	9	9735	25	797188.5	41	5.38415019803244	2.37193301717152e-06	0.00606028885887322
chr2:216728770-216730483	chr2:217510642-217511619	chr2	216728770	216730483	chr2	217510642	217511619	FALSE	18	11	5972	58	781504	29	4.30291504561207	2.46670660211974e-05	0.00611937977320598
chr2:216701059-216705630	chr2:217520976-217531270	chr2	216701059	216705630	chr2	217520976	217531270	FALSE	15	6	2267	35	822778.5	21	2.49491880989304	6.68494401381583e-06	0.00622591119153381
chr2:216728770-216730483	chr2:217385905-217388159	chr2	216728770	216730483	chr2	217385905	217388159	FALSE	31	42	19205	58	657405.5	73	9.74218915308098	4.04439006749744e-06	0.00629477384610707
chr2:216787593-216788493	chr2:217511619-217520976	chr2	216787593	216788493	chr2	217511619	217520976	FALSE	22	9	5732	63	728254.5	31	4.40165411620824	3.71806321634151e-05	0.00631204896440005
chr2:216687613-216696003	chr2:217452810-217478105	chr2	216687613	216696003	chr2	217452810	217478105	FALSE	17	15	4135	51	773649.5	32	3.61573927985125	7.23665404568938e-07	0.00636174257156553
chr2:216758869-216766384	chr2:217388204-217389141	chr2	216758869	216766384	chr2	217388204	217389141	FALSE	28	59	23470	82	626046	87	11.4676538582454	2.71418773004723e-06	0.00648565597278362
chr2:216696003-216698549	chr2:217478105-217479748	chr2	216696003	216698549	chr2	217478105	217479748	FALSE	26	17	9463	57	781650.5	43	5.42494846229643	1.218040508746e-06	0.00655126004733474
chr2:216738175-216738476	chr2:217510642-217511619	chr2	216738175	216738476	chr2	217510642	217511619	FALSE	12	17	5972	61	772805	29	4.35665877575319	2.81040836753932e-05	0.00679326145661363
chr2:217385905-217388159	chr2:217048162-217060744	chr2	217385905	217388159	chr2	217048162	217060744	TRUE	71	110	6477	19205	332579	181	26.5440983642049	5.64420748591686e-06	0.00684950233904583
chr2:216698549-216701059	chr2:217063046-217064467	chr2	216698549	216701059	chr2	217063046	217064467	FALSE	52	54	10579	69	363952.5	106	12.5786317846768	8.40690239511199e-07	0.00689744307006964
chr2:217688023-217690788	chr2:217048162-217060744	chr2	217688023	217690788	chr2	217048162	217060744	FALSE	30	12	6477	78	634952.5	42	5.40082335124572	6.58175754068671e-06	0.00732165678421891
chr2:216738801-216740663	chr2:217502220-217506638	chr2	216738801	216740663	chr2	217502220	217506638	FALSE	16	14	5537	55	764697	30	4.2431143458591	1.34502908986527e-05	0.00736134420883262
chr2:216776129-216787593	chr2:217502220-217506638	chr2	216776129	216787593	chr2	217502220	217506638	FALSE	19	14	5537	42	722568	33	4.34835638956014	1.48204722374384e-05	0.00737385859595459
chr2:216757218-216758869	chr2:217397055-217403638	chr2	216757218	216758869	chr2	217397055	217403638	FALSE	27	22	7645	70	642303	49	5.87345184825533	1.94884409318775e-06	0.00754641153984627
chr2:217171527-217172362	chr2:217511619-217520976	chr2	217171527	217172362	chr2	217511619	217520976	FALSE	34	22	5732	44	344353	56	8.55712136398896	4.52838208328388e-05	0.00758381610245096
chr2:216715639-216719192	chr2:217510642-217511619	chr2	216715639	216719192	chr2	217510642	217511619	FALSE	18	10	5972	28	793715	28	4.22956775560524	3.24738265128102e-05	0.00765326906340653
chr2:216740663-216743829	chr2:217385905-217388159	chr2	216740663	216743829	chr2	217385905	217388159	FALSE	37	36	19205	76	644786	73	9.92910470839048	5.19975288480526e-06	0.00768835461547305
chr2:217157941-217161647	chr2:217510642-217511619	chr2	217157941	217161647	chr2	217510642	217511619	FALSE	30	28	5972	46	351336.5	58	8.65346089061261	3.34987899934737e-05	0.00770227056752382
chr2:217711379-217715595	chr2:217060744-217062476	chr2	217711379	217715595	chr2	217060744	217062476	FALSE	31	26	11126	34	651877	57	7.1803640861966	2.78310552979786e-06	0.00794344703296473
chr2:217683355-217688023	chr2:217064467-217070676	chr2	217683355	217688023	chr2	217064467	217070676	FALSE	25	21	6827	63	618117.5	46	5.71509193703522	3.55204308104666e-06	0.00830290070194657
chr2:216705630-216708907	chr2:217397055-217403638	chr2	216705630	216708907	chr2	217397055	217403638	FALSE	27	18	7645	39	693078	45	5.4512460860436	2.70137222240709e-06	0.00836831087057269
chr2:216730483-216735867	chr2:217479806-217484313	chr2	216730483	216735867	chr2	217479806	217484313	FALSE	32	14	9735	35	748884.5	46	5.80461645660387	4.31860570759346e-06	0.00893500680560618
chr2:216687613-216696003	chr2:217488285-217491009	chr2	216687613	216696003	chr2	217488285	217491009	FALSE	21	15	6688	51	797839	36	4.45222264171039	1.57642597053022e-06	0.00902267404232974
chr2:216687613-216696003	chr2:217372070-217376991	chr2	216687613	216696003	chr2	217372070	217376991	FALSE	15	15	3161	51	682722.5	30	3.33224750785613	2.76671175471374e-06	0.00926018424302688
chr2:217510642-217511619	chr2:217063046-217064467	chr2	217510642	217511619	chr2	217063046	217064467	TRUE	51	52	10579	5972	447374	103	13.4422518743533	1.69310782312495e-06	0.0092607354232191
chr2:216894126-216898953	chr2:217510642-217511619	chr2	216894126	216898953	chr2	217510642	217511619	FALSE	24	12	5972	53	614591	36	5.3223223880565	4.19202282605608e-05	0.00931547506030237
chr2:217095083-217101588	chr2:217510642-217511619	chr2	217095083	217101588	chr2	217510642	217511619	FALSE	24	26	5972	43	412795	50	7.49557754985675	4.24912938997562e-05	0.00931547506030237
chr2:216757218-216758869	chr2:217499528-217502220	chr2	216757218	216758869	chr2	217499528	217502220	FALSE	22	15	6802	70	742830.5	37	4.7626304280436	8.78589164781906e-06	0.00951352321974298
chr2:216738476-216738801	chr2:217502220-217506638	chr2	216738476	216738801	chr2	217502220	217506638	FALSE	13	16	5537	72	765790.5	29	4.23639603462665	2.09082831262506e-05	0.00953591946249747
chr2:216696003-216698549	chr2:217438645-217452085	chr2	216696003	216698549	chr2	217438645	217452085	FALSE	22	16	5238	57	748089	38	4.07103768563028	8.47642520889647e-07	0.009563102920677
chr2:217711379-217715595	chr2:217062476-217063046	chr2	217711379	217715595	chr2	217062476	217063046	FALSE	35	38	17328	34	650726	73	9.27602522356473	2.07381173779343e-06	0.00986429291198825
chr2:216740663-216743829	chr2:217507798-217509495	chr2	216740663	216743829	chr2	217507798	217509495	FALSE	16	15	5588	76	766400.5	31	4.25225438255361	8.70493214796425e-06	0.00986982813852947
chr2:216682129-216687613	chr2:217507798-217509495	chr2	216682129	216687613	chr2	217507798	217509495	FALSE	20	9	5588	25	823775.5	29	3.92510388090807	9.06528416856897e-06	0.00986982813852947
chr2:216790655-216796832	chr2:217385905-217388159	chr2	216790655	216796832	chr2	217385905	217388159	FALSE	31	46	19205	59	593288.5	77	10.773445144068	7.01892832448571e-06	0.00988398801960435
chr2:216639556-216640735	chr2:217511619-217520976	chr2	216639556	216640735	chr2	217511619	217520976	FALSE	17	7	5732	38	876152	24	3.71305897287256	6.07538425162681e-05	0.0100389649373881
chr2:216705630-216708907	chr2:217499528-217502220	chr2	216705630	216708907	chr2	217499528	217502220	FALSE	23	9	6802	39	793605.5	32	4.51686893059317	1.10620319399041e-05	0.0101353740335537
chr2:216771948-216775748	chr2:217389615-217397055	chr2	216771948	216775748	chr2	217389615	217397055	FALSE	28	17	7474	75	619487	45	6.00696189639515	8.95359794366955e-06	0.0102835135990983
chr2:216701059-216705630	chr2:217389615-217397055	chr2	216701059	216705630	chr2	217389615	217397055	FALSE	29	12	7474	35	689990.5	41	5.40451942104436	9.27815881854585e-06	0.0102835135990983
chr2:216696003-216698549	chr2:217385424-217385905	chr2	216696003	216698549	chr2	217385424	217385905	FALSE	22	32	10528	57	688388.5	54	6.59425744877691	2.03844984330117e-06	0.0103838635017761
chr2:217162758-217166250	chr2:217502220-217506638	chr2	217162758	217166250	chr2	217502220	217506638	FALSE	36	22	5537	64	339925	58	8.44650849888683	2.55766188007044e-05	0.01056384888365
chr2:216719192-216726503	chr2:217502220-217506638	chr2	216719192	216726503	chr2	217502220	217506638	FALSE	18	10	5537	34	781581.5	28	4.14158666584327	2.61218320900766e-05	0.01056384888365
chr2:216654470-216659730	chr2:217502220-217506638	chr2	216654470	216659730	chr2	217502220	217506638	FALSE	17	9	5537	42	847329	26	3.78676424338698	2.71255633862661e-05	0.01056384888365
chr2:216878505-216879929	chr2:217511619-217520976	chr2	216878505	216879929	chr2	217511619	217520976	FALSE	21	12	5732	59	637080.5	33	5.01847383875957	6.50987007095048e-05	0.0106153710249065
chr2:216696003-216698549	chr2:217397055-217403638	chr2	216696003	216698549	chr2	217397055	217403638	FALSE	27	16	7645	57	703070.5	43	5.37527011463274	4.43646785128632e-06	0.0114527417580956
chr2:217710440-217711379	chr2:217064467-217070676	chr2	217710440	217711379	chr2	217064467	217070676	FALSE	22	21	6827	60	643338	43	5.4953309033009	5.81296582108947e-06	0.0116466922343971
chr2:216705630-216708907	chr2:217510042-217510642	chr2	216705630	216708907	chr2	217510042	217510642	FALSE	25	14	11283	39	803073.5	39	5.75263665721057	1.13725741940051e-05	0.0119542001313557
chr2:216701059-216705630	chr2:217479806-217484313	chr2	216701059	216705630	chr2	217479806	217484313	FALSE	29	10	9735	35	778715	39	5.52597265192859	7.02526966457092e-06	0.0125646947950851
chr2:216758869-216766384	chr2:217520976-217531270	chr2	216758869	216766384	chr2	217520976	217531270	FALSE	11	10	2267	82	763496.5	21	2.46752599574296	1.59859566487124e-05	0.0127613608218578
chr2:217511619-217520976	chr2:217060744-217062476	chr2	217511619	217520976	chr2	217060744	217062476	TRUE	57	37	11126	5732	454687.5	94	13.233815959408	5.40983338967174e-06	0.0132347709711612
chr2:217095083-217101588	chr2:217511619-217520976	chr2	217095083	217101588	chr2	217511619	217520976	FALSE	29	16	5732	43	417962	45	7.20044760246476	9.47090578301174e-05	0.0148573335909955
chr2:217172362-217174747	chr2:217510642-217511619	chr2	217172362	217174747	chr2	217510642	217511619	FALSE	22	34	5972	58	337576	56	8.96708722872861	7.40491381463924e-05	0.0151752440283922
chr2:217688023-217690788	chr2:217064467-217070676	chr2	217688023	217690788	chr2	217064467	217070676	FALSE	24	19	6827	78	621834	43	5.68159902082869	8.66498016512136e-06	0.0151907933519784
chr2:216740663-216743829	chr2:217520976-217531270	chr2	216740663	216743829	chr2	217520976	217531270	FALSE	14	6	2267	76	783877	20	2.63258602399257	2.23275606433541e-05	0.0155958011093828
chr2:216908390-216909427	chr2:217511619-217520976	chr2	216908390	216909427	chr2	217511619	217520976	FALSE	23	10	5732	64	607389	33	5.25889784551006	0.000102067142915604	0.0158114762769136
chr2:217104787-217106094	chr2:217510642-217511619	chr2	217104787	217106094	chr2	217510642	217511619	FALSE	20	28	5972	100	405690	48	7.61243977293214	8.00713795669202e-05	0.0160602743654757
chr2:216643765-216647359	chr2:217510642-217511619	chr2	216643765	216647359	chr2	217510642	217511619	FALSE	16	8	5972	50	865568.5	24	3.8420207963096	8.36898375641621e-05	0.0164363353899449
chr2:216758869-216766384	chr2:217397055-217403638	chr2	216758869	216766384	chr2	217397055	217403638	FALSE	26	19	7645	82	637720	45	5.91483538148218	7.44305194618902e-06	0.016469347370646
chr2:216719192-216726503	chr2:217389615-217397055	chr2	216719192	216726503	chr2	217389615	217397055	FALSE	32	8	7474	34	670487.5	40	5.55861511126543	1.77852880037192e-05	0.0165961609548773
chr2:216776129-216787593	chr2:217389615-217397055	chr2	216776129	216787593	chr2	217389615	217397055	FALSE	23	20	7474	42	611474	43	6.08413419944143	1.90531093855785e-05	0.0165961609548773
chr2:216705630-216708907	chr2:217389615-217397055	chr2	216705630	216708907	chr2	217389615	217397055	FALSE	29	10	7474	39	686066.5	39	5.43482624235672	1.92518461808205e-05	0.0165961609548773
chr2:217144057-217147939	chr2:217502220-217506638	chr2	217144057	217147939	chr2	217502220	217506638	FALSE	26	27	5537	68	358431	53	8.05680101747158	4.57679020511834e-05	0.0166991818617418
chr2:216769117-216770469	chr2:217499528-217502220	chr2	216769117	216770469	chr2	217499528	217502220	FALSE	23	12	6802	72	731081	35	4.83766782521612	2.18416788889659e-05	0.0167608660581943
chr2:217700913-217710440	chr2:217048162-217060744	chr2	217700913	217710440	chr2	217048162	217060744	FALSE	23	15	6477	38	651223.5	38	5.26848199371167	1.91396623446292e-05	0.0171299220326916
chr2:217683355-217688023	chr2:217048162-217060744	chr2	217683355	217688023	chr2	217048162	217060744	FALSE	28	11	6477	63	631236	39	5.43199947832078	1.91417766042395e-05	0.0171299220326916
chr2:217510042-217510642	chr2:217048162-217060744	chr2	217510042	217510642	chr2	217048162	217060744	TRUE	41	53	6477	11283	455889	94	14.6435674708354	1.97840727576141e-05	0.0171299220326916
chr2:216682129-216687613	chr2:217048162-217060744	chr2	216682129	216687613	chr2	217048162	217060744	FALSE	41	20	6477	25	369582	61	8.76186468665554	2.05317815958547e-05	0.0171299220326916
chr2:216680419-216682129	chr2:217385905-217388159	chr2	216680419	216682129	chr2	217385905	217388159	FALSE	23	40	19205	37	705758	63	9.08730952222989	1.32539034806003e-05	0.0178156560785596
chr2:216730483-216735867	chr2:217499528-217502220	chr2	216730483	216735867	chr2	217499528	217502220	FALSE	23	8	6802	35	767699	31	4.68620332039041	2.55054735253337e-05	0.0178703350094264
chr2:216735867-216738175	chr2:217502220-217506638	chr2	216735867	216738175	chr2	217502220	217506638	FALSE	16	11	5537	48	767408	27	4.22649535532206	5.08474926121147e-05	0.017954085617168
chr2:216696003-216698549	chr2:217437011-217437244	chr2	216696003	216698549	chr2	217437011	217437244	FALSE	19	18	5401	57	739851.5	37	4.18851151220636	1.86730325456216e-06	0.0179802630381791
chr2:216682129-216687613	chr2:217430817-217437011	chr2	216682129	216687613	chr2	217430817	217437011	FALSE	31	12	8921	25	749043	43	5.51966566231852	6.13246670989069e-06	0.0180887326386076
chr2:216687613-216696003	chr2:217478105-217479748	chr2	216687613	216696003	chr2	217478105	217479748	FALSE	25	14	9463	51	787118.5	39	5.3831731519096	5.09317403971096e-06	0.0190471976150091
chr2:216740663-216743829	chr2:217479806-217484313	chr2	216740663	216743829	chr2	217479806	217484313	FALSE	30	13	9735	76	739813.5	43	5.87439138861015	1.27904838222414e-05	0.0190631502633989
chr2:216698549-216701059	chr2:217035649-217042355	chr2	216698549	216701059	chr2	217035649	217042355	FALSE	44	17	4800	69	339198	61	7.64748555586095	3.89495676968541e-06	0.0196948489059143
chr2:217085031-217090596	chr2:217510042-217510642	chr2	217085031	217090596	chr2	217510042	217510642	FALSE	24	54	11283	66	422528.5	78	11.5272154879459	2.17993233472999e-05	0.0201837197808823
chr2:216701059-216705630	chr2:217510042-217510642	chr2	216701059	216705630	chr2	217510042	217510642	FALSE	19	18	11283	35	806997.5	37	5.72162614601042	2.19447891066946e-05	0.0201837197808823
